Last Name,First Name,ORCID
Shanmugalingam,Aturan,0000-0003-1685-4177
Sharen,Colleen,0000-0003-1472-5240
Sharma,Manas,0000-0003-0947-1282
Sharma,Verinder,0000-0002-9885-8245
Sharma,Ajay,NO
Sharma,Anurag,0000-0003-4341-9613
Sharon Priel,Tal,NO
Shatzmiller,Maya,NO
Shaw,Lynn,0000-0001-7317-3891
Shaw,Gary,0000-0002-4685-9625
Shaw,Saurabh,NO
Shchepetkina,Alina,NO
Shcherbakov,Robert,0000-0002-3057-0851
Shea,Cory,NO
Shea,Misha,NO
Sheidow,Thomas G.,0000-0001-6370-1857
Sheikh,Shahbaz,NO
Shelley,Jacob,0000-0003-2432-9874
Shepherd,Lisa,NO
Shepherd,Trevor,0000-0002-1853-8066
Sherrin,Christopher,0009-0008-8506-8368
Shewfelt,Devon,NO
Shi,Harvey,0000-0003-2477-9795
Shi,Yaqi,0000-0001-8708-1963
Shieh,Sean,NO
Shilton,Brian,0000-0001-7949-8160
Shimizu,Michael,NO
Shire,Laurel,0009-0009-1741-9389
Shkrum,Michael J,0000-0003-1124-0125
Shmuilovich,Olga,0009-0004-3397-2874
Shoemaker,Kevin,0000-0002-6794-5979
Shoemaker,Gerard J,NO
Shoesmith,Christen,0000-0003-2472-3804
Shooshtari,Parisa,0000-0003-2273-1034
Shrubsole,Daniel,0009-0002-3374-4367
Shuey,Kim,0000-0002-0832-1007
Shuster,Jeremiah Paul,0000-0002-9839-6618
Sibbald,Shannon,0000-0002-4328-6489
Sica,Robert J,0000-0003-2964-1664
Sich,Christy ,0000-0002-2515-0676
Sich,Dan,0000-0003-0062-0050
Sidahmed,Abubaker,0009-0004-6301-0529
Siddiqi,Fawaz,0000-0002-9247-6887
Siddiqui,Kamran,0000-0002-1098-8812
Sigut,Thomas A.,NO
Silverman,Michael,0000-0002-0389-7656
Simon,Anne,0000-0002-6509-4541
Simpson,Bonnie,0000-0003-3929-8935
Simpson,Erika,0000-0002-1774-6285
Simpson,Dave,NO
Simpson,Andrew,NO
Sinclair,Brent J,NO
Sinel,Zoe,0000-0003-1763-5056
Singh,Mahi R,NO
Singh,Krishna,0000-0002-6097-8401
Singh,Indu,0009-0004-0351-1380
Singh,Anita,NO
Singh,Ram Nivas,NO
Singh,Supriya,NO
Singh,Bhagirath,NO
Singh,Sarah,NO
Sinnamon,Gordon J,0009-0004-6293-456X
Sir,Il Kweon,NO
Sirek,Danielle,0000-0002-0080-491X
Sirek,Adam,NO
Siu,Sam,0000-0002-1104-3669
Siu,Victoria,0000-0003-0151-8111
Sivakumaran,Lojan,0000-0002-3163-0430
Skanes,Allan,0000-0001-8332-8551
Skaro,Anton,0000-0002-9215-647X
Skelton,Anthony,0000-0003-0052-7243
Skirzewski Prieto,Miguel,NO
Skoretz,Terry,NO
Slessarev,Marat,0000-0003-1181-0706
Sliwinski,Sharon,0000-0001-5729-0668
Slomer,Adam,0000-0002-5479-4366
Smart,Laura J.,0000-0001-6885-721X
Smeenk,Christopher,0000-0002-6101-0048
Smeltzer,Sandra,0009-0002-5169-0032
Smith,Maxwell,0000-0001-5230-0548
Smith,Sarah,0000-0002-3405-0079
Smith,David H,0000-0001-9560-5210
Smith,Stuart,NO
Smith,Shane,NO
Smith Fullerton,Romayne,0009-0001-1463-0439
Smye,Victoria,0000-0001-6588-4925
Sneppova,Daniela,NO
Snir,Jonatan,NO
So,Aaron,NO
Soddu,Andrea,0000-0001-6833-745X
Solga,Kim,0000-0002-2993-3360
Solh,Ziad,0000-0002-1518-1831
Solis-Oba,Roberto,0000-0002-7518-4161
Solitano,Virginia,NO
Solomon,Robert,0000-0001-9169-7656
Some,Nibene,NO
Sommerfreund,R,NO
Song,Yang,0000-0001-7853-3737
Sontrop,Jessica,NO
Sooy,Matthew,0000-0002-6598-8828
Southen,Jonathon Michael,0009-0002-6332-0987
Sovran,Laura,NO
Sowerby,Leigh,0000-0002-5825-2759
Spaic,Tamara,0000-0002-7161-1752
Specht,Jacqueline,0000-0002-6536-1232
Speechley,Mark R.,0000-0002-7563-8709
Speechley,Kathy N.,NO
Spence,J. David,0000-0001-7478-1098
Spicer,Erin,0000-0001-9857-4069
Spinelli,Egidio,0000-0002-8955-4426
Spivak,Israel,NO
Spong,Stephen ,0009-0007-4043-9893
Sposato,Luciano,0000-0001-6425-9343
Spouge,Alison,0000-0002-8447-1242
Sprengler,Christine,0000-0002-5827-1722
Sridhar,Kumar,NO
Srivastava,Prachi,0000-0003-4865-8963
St Laurent,Aaron,0000-0003-0099-0502
St Lawrence,Keith,0000-0001-8022-8205
Stahl,Matthew,0000-0002-4927-039X
Stainton,Robert,0000-0001-6661-8266
St-Amand,Marc,0000-0002-0704-6250
Stanley,Kate,0009-0009-4211-1212
Stanley,Meagan ,0000-0003-1719-182X
Stanton,Susan,0000-0001-9595-4269
Staples,James Francis,NO
Stark,Luke,0000-0002-2537-846X
Starling,Jana,0009-0000-8648-4699
Staroverov,Viktor N,0000-0002-6828-3815
Stathopulos,Peter,0000-0002-0536-6656
Steele,Warren,0009-0003-7079-0167
Steele,Margaret,0000-0001-6256-5267
Steele,Shawn,NO
Stein,Mitchell,0000-0001-6800-9499
Stein,Robert,0009-0009-7294-2818
Stein,John,NO
Steinbock,Bernd,0009-0009-8919-9960
Steinfield,Laurel,0000-0002-4981-2881
Stentoft,Lars,0000-0003-0655-1455
Stephenson,Laura,0000-0003-3526-8624
Steven,David,0000-0002-0392-8950
Stevenson,Ryan,0000-0003-1037-7736
Stevic,Ivan,0000-0002-4066-216X
Stewart,Shannon,0000-0002-6480-883X
Stewart,Paul,NO
Stewart,Moira A.,NO
Stillman,Martin J,0000-0001-6799-7560
Stinebrickner,Todd,0009-0000-7886-072X
Stock,Jay,0000-0003-0147-8631
Stodilka,Robert,0000-0002-9501-9032
Straatman,Anthony G.,0000-0003-2857-8755
Stranges,Saverio,0000-0001-5226-8373
Streeter,Thomas,0000-0002-5274-981X
Streufert,Peter,0000-0003-4197-7697
Strong,Michael,0000-0003-1988-6262
Strychowsky,Julie,0000-0001-5460-3155
Sturby,Christopher,NO
Su,Ning,0000-0002-4050-2764
Suarez,Juan-Luis,0000-0001-9302-2986
Subramani,Yamini,NO
Subramanian,Priya,NO
Sudhakaran Nair,Gopakumar,0000-0002-5529-6537
Sugimoto,Akira,NO
Suh,Nina,NO
Sukhan,Tiara,0009-0003-8294-9980
Sukhera,Javeed,NO
Suksi,Aara,0000-0002-6041-0752
Suljak,John,0009-0000-1340-5988
Suller Marti,Ana,0000-0002-8421-1125
Sullivan,Michael,0009-0002-2813-1312
Sullivan,Jacqueline,0000-0003-3042-4632
Sultan,Nabil,NO
Sumiya,Fernando,0000-0002-6093-9701
Sun,Dongmei,0000-0001-6823-7176
Sunseri,Lina,0009-0005-2309-9810
Surry,Kathleen,0000-0002-5970-0277
Suskin,Neville,0000-0002-5456-1351
Sutherland,Duncan,NO
Suvorov,Ruslan,0000-0003-2736-5205
Swartzman,Leora,NO
Swiha,Mina,0000-0003-3405-7497
Sylvestre,Stephan,NO
Symonette,Caitlin,0000-0003-0929-6146
Symons,Yahui,0000-0001-6094-2954
Symons,Frank,0000-0001-9833-4807
Szekeres,Mike,0000-0003-0338-0718
Szoke,Daniel,NO
Taabazuing,Mary-Margaret,NO
Tachibana,Ricardo,0009-0003-6899-9228
Taheri,Sepideh,0000-0003-3412-2164
Tajima,May,NO
Takhar,Jatinder,NO
Tanaka,Peter,NO
Taneja,Ravi,0000-0002-5361-9208
Tang,Yili,0000-0002-5343-6823
Tang,Anthony,0000-0003-3056-3114
Tang,Ephraim,0000-0002-2392-3380
Tang,Jingyang,NO
Tararova,Olga,0000-0002-1606-9497
Tarc,Paul,0000-0001-8526-343X
Tarquino,Lisa,NO
Tassi,Ali,0000-0001-6457-8889
Taves,Donald H,NO
Tawfic,Qutaiba,0000-0002-8566-9891
Tawiah,Andrews,0000-0002-6862-7796
Tay,Keng Yeow,0000-0001-6101-3065
Taylor,Zack,0000-0001-9372-2704
Taylor,Michael,NO
Taylor,Jay,NO
Taylor,Taryn,0000-0003-0562-5045
Taylor (Shelley K. Taylor),Shelley,0000-0001-9387-0424
Tchoukaleyska,Roza,0009-0009-6349-6211
Teachman,Gail,0000-0003-1892-5792
Teare,Georgia,0000-0002-0145-0578
Teasell,Robert,0000-0002-2644-7957
Teefy,John,NO
Teefy,Patrick,0009-0009-5311-2018
Teeter,Matthew,0000-0002-3911-3171
Tekpetey,Francis,NO
Telfer,Thomas,0009-0005-6130-8783
Tennant,Jeff,0009-0006-0725-0266
Teriaky,Anouar,0000-0002-5785-0415
Terry,Amanda,0000-0002-8157-8298
Thain,Elizabeth,NO
Thain,Andrew,0000-0001-9226-7295
Theberge,Jean,0000-0001-7578-4469
Theurer,Julie,0000-0001-9790-680X
Thiessen,Jonathan,0000-0001-6132-3020
Thind,Amardeep,NO
Thomas,Raymond,0000-0002-3078-2352
Thomas,Leslie,NO
Thompson,Graham,0000-0002-6781-4186
Thompson,Bobbi,0009-0001-6064-3687
Thompson,Charles,NO
Thompson,Keith A,NO
Thompson,R.Terry,NO
Thompson,Kristi ,0000-0002-4152-0075
Thomson,Michael,NO
Thorn,Richard Gregory,0000-0002-7199-6226
Thornley,Patrick,0000-0001-8777-2983
Thornton,Jane,0000-0002-3519-7101
Thume Breda,Vitor Carlos,0000-0002-1349-5220
Tietbohl Martins Q dos Santos,Barbara,NO
Tijssen,Janice,0000-0003-0630-6169
Timmins,Peter,0009-0004-8148-3709
Tingey,David P,NO
Tippett,Marisa ,0000-0002-7887-5603
Tirona,Rommel,0000-0001-5455-3960
Tithecott,Gary,NO
To,Eric,NO
Todorovich,Sydney,0009-0008-8377-8657
Toft,Robert,0000-0002-6782-0703
Tole,Soumitra,0000-0001-5804-3116
Tong,Joy,0000-0003-3210-2100
Tong,Maya,0000-0002-6110-5477
Tongarlak,Hayri,0000-0002-4812-2539
Torti,Jacqueline,0000-0003-4518-0255
Toswell,Margaret Jane,0000-0002-3552-0474
Townsend,Cassandra,0000-0002-4706-6168
Tran,John,NO
Trejos,Ana Luisa,0000-0002-3616-2891
Tremblay,Paul ,0000-0002-5291-9153
Tribe,Lauren Anne,0009-0004-1654-7323
Trichtchenko,Olga,NO
Trombley,Jeremy,NO
Troyer,Ryan,0000-0001-8908-5853
Tryphonopoulos,Panagiota,0000-0002-2040-119X
Tryphonopoulos,Peter,0000-0002-1242-0307
Tsang,Bernice,NO
Tsui,Alice,0000-0003-0755-0032
Tsvetkova,Elena,NO
Tucker,Trish,0000-0002-8392-9418
Tugaleva,Elena,NO
Turgeon ,Mathieu,0000-0003-0134-4027
Turkel,William,0000-0003-4734-9894
Turkstra,Timothy,NO
Turley,Eva,0000-0002-7383-4896
Turski,Daniel,NO
Tutunea-Fatan,O. Remus,0000-0002-1016-5103
Tweedie,Edward J,NO
Twynstra,Jasna,0000-0001-9216-6152
Tyml,Karel,NO
Tzemos,Nikolaos,0000-0002-3204-3676
Unger,Janelle,0000-0001-6731-2728
Unsal,Gurkan,NO
Urquhart,Brad,0000-0001-8324-1472
Usher,Ann Kathryn,NO
Uwizeye,Glorieuse,0000-0002-3255-2155
Vafaei,Afshin,0000-0002-3605-409X
Vaillancourt,Daniel,0009-0009-1270-2580
Valcke,Patricia,NO
Valdis,Lauren,NO
Valdis,Matthew,0009-0007-4951-8942
Valiquet,Stacey K,NO
Vallejo Vera,Sebastian,0000-0002-5848-7400
Van Aarsen,Marcus,0000-0002-8360-1113
Van Dam,Darren,NO
Van Deven,Teresa,NO
Van Doormaal,Curtis,NO
Van Hedger,Kathryne,NO
Van Koughnett,Julie Ann,0000-0002-8774-2191
van Mil,Spencer,NO
Van Uum,Stanislaus,NO
VanBussel,Elisabeth,NO
Vance,Jonathan F.,0009-0007-1176-3774
Vandenberg,Ted,NO
VanderEnde,Jordan,0000-0002-6463-7145
Vandewalle,Philip,NO
VanDoormaal,Curtis,NO
VanHooren,Tamara,NO
Vannelli,Antonio,NO
Varapravan,Sreelatha,NO
Varma,Rajiv,0000-0001-6034-1200
Vasarhelyi,Edward,0000-0001-9942-9605
Vasudev,Kamini,0000-0002-1832-0008
Veldhuizen,Rudolf A.,0000-0002-8802-1580
Velker,Vikram,NO
Veloso de Aila Chaves,Daniel,0000-0002-7090-2486
Venance,Shannon,0000-0003-4146-2263
Venkatesan,Shyam,0000-0003-3828-5788
VenKatesan,Varagur,0000-0002-3399-8079
Venkateswaran,Sunita,0000-0002-7000-6710
Vera,Dusya,0000-0003-0462-2336
Verberne,Yvon LM,0000-0002-7150-5976
Vergel de Dios,Jennifer,0000-0003-1315-3316
Verwaayen,Kimberly J,NO
Veselka,Livia,0000-0002-9959-3007
Vezina,William C,0000-0002-6957-9036
Viana,Ricardo,NO
Vickers,Patricia,NO
Vickress,Jason,0000-0002-6945-4479
Viczko,Melody,0000-0002-7113-9224
Vidotto,Francesca,0000-0002-9883-0808
Viger,Christopher David,0000-0003-3391-0775
Vilos,Angelos,0000-0003-0899-0187
Vilos,George,0000-0002-2007-8791
Vincent,Mark D,0000-0001-9551-2831
Vingilis,Evelyn,NO
Vissa,Deepti,0000-0001-5823-0878
Visser,Alie,NO
Viswanathan,Pooja,0000-0001-9115-4651
Vo,Thin,0000-0002-2131-5701
Vogel,Annette-Barbara,0009-0004-7452-2976
Vogt,Kelly,0000-0002-3812-2703
Voogt,James,0000-0002-7975-0052
Vora,Tushar,NO
Wahl,Linda M.,NO
Waite,Sean,0000-0002-6045-291X
Wakeham,Pauline,0009-0003-9624-9491
Walker,Cyril,NO
Walsh,Andrew,0000-0001-6384-214X
Walsh,Joanna,NO
Walton,David,0000-0001-9155-3337
Walton,Paul A.,0009-0003-6978-0770
Wang,Jin,0000-0001-9536-6432
Wang,Xianbin,0000-0003-4890-0748
Wang,Boyu,0000-0002-6108-3589
Wang,Jinfei,0000-0002-8404-0530
Wang,Peter,NO
Wang,David,NO
Wang,Rennian,0000-0002-6109-5029
Wang,Luojun,NO
Ward,Michael,NO
Ward,Aaron,0009-0006-5064-9926
Ward,Leanne,NO
Wardhaugh,Robert,0009-0004-5113-2473
Warnock,Jeffrey,NO
Warrington,James,NO
Waterman,Bradley,NO
Waters-Rist,Andrea ,0000-0003-1807-3171
Wathen,Nadine,0000-0003-2646-2919
Watkiss,Lee,0000-0002-4959-8213
Watling,Christopher,NO
Watling,Mark,NO
Watson,Kevin,0000-0002-7210-607X
Watson,James T,NO
Watson,Andrew J.,NO
Waugh,Courtney L.,"
0000-0003-2332-123X"
Webb,Stuart,0000-0002-8297-4997
Webb,Elizabeth,0009-0007-4983-542X
Webster,Fiona,0000-0002-7318-7713
Weese,Jim,0000-0001-7162-9111
Wehrli,Bret,0000-0001-8816-6053
Wei,sharon,0009-0004-1520-4337
Weijer,Charles,0000-0002-5510-1074
Weil,Mary,NO
Weir,Matthew,0000-0001-6736-603X
Weir,Michele,NO
Weis,Tony,0000-0002-0236-8218
Welch,Stephen,0000-0003-1455-4664
Welk,Blayne,0000-0001-7093-558X
Wells,Jennie L,0000-0003-1368-3704
Welsh,Donald,0000-0001-5174-186X
Weststar,Johanna,0000-0002-6144-3695
Wetmore,Stephen J.,NO
Whitehead,Shawn,0000-0003-4728-8067
Whitwell,Robert,NO
Wickett,Jamie,NO
Wiebe,Tom,NO
Wiegert,Paul,0000-0002-1914-5352
Wijekoon,Sachindri,0000-0001-8447-0218
Wild,Geoff,0000-0001-7821-7304
Wilejto,Marta,NO
Wilk,Piotr,0000-0002-1363-2280
Wilkinson,Margaret Ann,NO
Williams,Lewis ,0000-0002-1876-7352
Williams,Robin,NO
Williamson,Stephen,0009-0007-4677-1803
Willing,Ryan T,0000-0002-4127-8645
Willits,Kevin,NO
Willmore,Katherine,0000-0002-8563-3354
Wilson,Andrea,0000-0002-2658-6973
Wilson,John,NO
Wilson,Aze,0000-0001-6568-1714
Wilson,Timothy,0000-0001-7102-2491
Winquist,Eric,NO
Wiseman,Daniele,0000-0002-9370-4159
Wisner,James A,0000-0002-1556-7443
Witt,Ivan,NO
Wlodarz,Joseph,0009-0003-7330-7716
Woldie,Indryas,0000-0001-8107-9491
Wolff,Victoria,0009-0009-4607-0913
Wong,Jessica,0000-0001-5593-0238
Wong,Eugene Cheuk Man,0000-0001-6869-0122
Wong,Tracy,0009-0005-3210-5733
Wong,Eric,NO
Wong,Eugene,NO
Wong,Serena,NO
Wood,Jeffrey T,0000-0001-8129-6920
Wood,Geoff,0000-0001-9709-1823
Wood,David,0009-0009-1613-9596
Wood,Kelly,0000-0001-6381-3840
Wood,Katelyn,NO
Woodley,Hayden,0000-0001-8743-6381
Woods,Anita,0000-0003-3471-3159
Woods,Katelyn,0000-0002-0026-0043
Woods,Paul,NO
Woodward,Servanne,0009-0003-3373-7076
Woolford,Douglas Graham,NO
Woolfrey,Karen,NO
Workentin,Mark Steven,0000-0001-8517-6483
Wright,Wade,0000-0002-7056-5125
Wright,Ruth,0000-0002-0950-5166
Wu,Steve,0000-0002-5659-8916
Wylie,Lloy,0000-0001-6571-4045
Wyllie,Blair,NO
Xenocostas,Anargyros,0000-0002-6506-9637
Xia,Min,0000-0001-8057-9654
Xu,Chunbao Charles,0000-0001-6543-3817
Xue,Sherry,0009-0008-8883-0290
Yamashita,Cory,0000-0003-2040-4996
Yan,Brian,NO
Yan,Justin,0000-0003-4668-5124
Yang,Yimin,0000-0002-1131-2056
Yang,Shengnan,0000-0002-5546-4860
Yang,Di,0000-0001-6445-4632
Yang,Homer,0000-0003-1943-8857
Yang,Liju,NO
Yang,Victor,NO
Yang,Irene,NO
Yang,Kaiping,NO
Yaremko,Brian,0000-0002-5055-9027
Yazdani,Arjang,0000-0001-9865-283X
Ybarra,Marina,0000-0001-7697-2218
Ybarra,Luiz,NO
Yee,Raymond,NO
Yeung,Ken,0000-0001-6933-2941
Yi,Grace Y.,0000-0002-0081-873X
Yoo,John,0000-0002-2815-893X
Yorke,Elisabeth,0000-0001-7190-5673
Yoshida,Yoko,0000-0001-8202-6068
Yoshy,Catherine,NO
You,Peng,0000-0001-6573-5735
Young,Carl F. ,0009-0005-8026-7825
Younus,Jawaid,0000-0003-4941-5306
Youssef,Maged Ali,0000-0002-8135-5107
Youssef,Hesham,NO
Yousuf,Junaid,NO
Yu,Pei,NO
Yu,Hao,NO
Yu,Andy,0000-0002-1011-0444
Yu,Jeffrey,NO
Yuen,Doris,NO
Yusuf Ibrahim,Aisha,NO
Zafar,Saira,NO
Zajacova,Anna,0000-0002-3880-6187
Zamper,Raffael,0000-0003-2783-3072
Zanette,Liana,NO
Zaric,Gregory S.,0000-0001-6924-9013
Zbaracki,Mark,0000-0003-2436-1604
Zecevic,Aleksandra,0000-0002-5116-0464
Zelcer,Shayna,0000-0003-2825-1285
Zeman,Cady,0000-0002-1032-1284
Zhan,Feng ,0000-0002-1190-3817
Zhang,Zheng,0000-0002-5794-0664
Zhang,Jin,0000-0002-6875-8008
Zhang,Chao,0000-0002-2116-0594
Zhang,Kaizhong,0009-0006-5735-2949
Zhang,Mengxia,0000-0002-4901-0635
Zhang,Nanxi,0009-0002-6791-0255
Zhang,Zhe,0000-0001-9912-9530
Zhang,Zhu-Xu,0000-0002-8335-3738
Zhang,Qi,NO
Zhao,Yang,0000-0002-4148-2603
Zhao,Liena,0000-0002-3158-1261
Zhao,Pei Jun,NO
Zheng,Ying,0000-0002-2758-7839
Zheng,Charles,0000-0001-8900-9471
Zheng,Xiufen,NO
Zhou,Wenxing,0000-0002-5932-4304
Zhou,Xiao Zhen,0009-0002-7849-2116
Zhu,Jingxu,0000-0001-7749-8917
Zhu,Rongbo,NO
Zia,Shereen,NO
Zidan,Hamza,NO
Ziebart,Christina,0000-0002-3667-4133
Zitikis,Ricardas,NO
Zizzo,Andreanne,0000-0001-6350-2057
Zoricic,Christina ,0000-0003-2783-0146
Zorzi,Alexandra,0000-0001-5635-8050
Zou,Xingfu,NO
Zou,Yi,0000-0001-7953-7481
Zou,Guangyong,0000-0001-5773-4185
Zukowski,Stephanie,0000-0003-4180-2707
Zwarenstein,Merrick,0000-0003-0162-7027
Zwiep,Terry,0000-0003-4345-0215
